index,Temperature,Humidity
91254,35.5,15
47375,-16.2,77
68210,22.7,40
36627,-3.0,71
44712,35.3,18
76744,-8.2,52
130170,14.8,71
45391,7.3,82
20189,12.4,92
127455,4.0,90
65870,13.0,19
107068,10.1,86
15815,17.0,27
3617,11.0,82
123747,-5.6,82
82354,-14.6,86
10239,10.6,59
115878,19.8,33
73262,17.0,62
89655,22.3,47
66589,16.5,61
14180,21.3,68
124961,20.8,38
100687,0.0,86
11074,-1.3,95
81209,4.8,47
43767,24.2,41
4393,11.4,65
43802,30.8,36
46744,-17.4,65
69766,-0.9,74
17183,-0.7,58
93376,-3.2,57
104519,2.2,73
117753,6.0,73
41014,5.2,36
17454,-16.5,92
37157,20.6,26
50706,17.7,42
43355,25.8,42
127320,16.2,32
111173,-21.7,80
3427,26.3,34
11131,-7.5,93
83977,33.5,21
37017,13.2,91
78843,30.8,25
56568,13.0,55
17293,-7.0,88
66680,23.4,24
135941,15.4,45
83440,7.8,72
121913,2.7,71
83642,14.4,44
38978,12.6,49
58344,-8.9,67
46860,-17.0,84
84299,29.8,22
133494,8.8,83
70810,-7.9,93
32859,28.9,39
21862,21.2,40
111356,-12.2,85
99874,-3.4,97
91708,17.5,40
72676,25.2,26
121542,13.5,44
31865,31.8,21
35087,-24.0,91
125770,33.1,19
21254,21.8,46
134786,-16.9,75
34784,-6.8,76
9728,13.4,62
71769,26.6,27
38322,30.7,40
47629,-4.9,68
8085,21.7,37
29900,-8.6,84
119071,11.6,79
35767,-2.7,83
61900,25.9,33
51649,-4.4,91
62332,22.4,45
67886,22.8,46
5448,-16.4,82
132243,14.0,53
91386,28.2,29
74609,4.2,63
20546,20.1,81
44309,28.3,35
125479,29.6,21
19561,17.6,70
70947,-25.6,85
24969,13.2,42
98030,4.5,81
26701,22.3,62
43460,16.8,57
65342,-1.0,95
76091,1.9,38
28366,3.0,93
61034,25.7,36
28331,6.9,93
124188,2.2,86
10025,15.9,36
33389,13.1,64
70019,-18.8,86
27958,19.0,34
80706,9.7,63
62458,15.4,28
36708,12.1,30
8033,14.8,46
115922,11.1,69
14004,21.6,57
13921,12.2,65
18118,-4.9,76
70330,-1.5,74
121305,16.2,39
110582,-3.0,59
92410,2.4,78
22471,-4.6,93
56861,9.6,66
48682,11.5,94
116375,-4.2,61
30333,5.6,80
14985,33.4,26
9994,15.2,44
122308,-0.7,78
77646,17.9,51
49003,25.5,40
111527,1.5,93
90929,24.6,57
42615,6.0,79
31940,21.8,36
130913,20.7,37
391,-0.6,85
87901,0.9,55
18308,-16.6,81
11307,-6.4,86
115907,-2.8,80
132497,18.4,31
79828,13.2,56
56712,26.2,31
12853,7.8,44
115785,14.3,31
32820,20.8,43
17805,0.9,96
68488,24.8,31
111152,-4.3,56
16301,6.7,85
118971,16.1,82
97281,18.3,66
131307,26.4,29
98992,-0.3,96
33963,3.5,71
135415,7.8,69
75377,-7.3,80
99949,-11.8,87
14468,23.0,56
90471,24.8,51
41899,-9.7,56
116325,-9.6,88
76692,-17.0,80
19620,16.6,56
114210,25.1,30
95925,23.6,46
82133,11.3,26
127391,4.2,58
86790,0.0,74
135590,1.8,60
98193,2.0,85
68571,16.0,36
19289,6.6,68
107684,24.5,32
65683,8.3,70
42785,8.8,99
6469,-3.3,95
42403,9.1,62
126047,19.5,50
29451,-16.3,84
123555,-30.5,80
99653,-21.4,85
45710,0.7,80
25284,8.8,46
19974,27.9,39
104097,-1.0,83
61133,29.6,29
479,-5.9,81
15996,12.6,56
118721,18.6,45
128078,-11.3,85
127930,4.4,32
82440,-18.5,59
103971,13.4,55
48096,5.6,55
41075,-1.2,89
126273,15.9,73
44336,15.2,77
92765,1.7,81
103049,30.9,25
76016,-7.7,82
125254,28.8,17
107923,19.5,49
132674,15.8,41
73906,14.2,86
116187,-0.5,91
128384,-2.4,81
37240,29.4,32
38536,29.4,28
103954,5.4,75
129628,9.3,72
81890,-26.7,71
4851,4.8,87
124804,20.6,68
22404,2.4,93
27693,13.6,50
41776,2.4,91
5210,-1.5,94
97871,8.1,96
47428,-22.4,81
31907,29.4,35
126982,22.5,19
35912,7.4,47
64204,-2.3,85
11626,-3.2,83
53745,-0.4,92
47507,-11.1,82
74344,22.7,23
35123,-21.4,86
20278,26.3,47
51333,11.4,60
9989,12.0,39
53874,-7.6,90
40418,-5.2,95
132134,30.1,30
137890,21.9,59
129085,-4.3,94
9288,30.4,35
96998,29.2,42
65998,7.2,74
112921,17.4,40
15510,27.2,31
50925,8.8,97
71572,17.2,43
122257,-20.1,81
11010,8.2,38
70247,-10.1,70
83665,2.8,84
123519,-13.2,85
18905,20.2,37
90050,18.9,70
94092,0.0,73
115412,8.8,67
112155,1.1,81
81687,-4.1,72
19284,12.7,43
138130,23.3,46
125933,24.1,46
76658,-13.5,87
34886,2.8,50
100026,-1.7,90
79390,21.5,47
126224,20.0,45
19527,18.7,29
43683,12.7,93
112559,11.0,86
12765,-1.5,97
72896,18.5,60
59088,-17.3,81
84535,32.0,18
70763,-18.4,77
49332,15.0,31
71147,-2.8,91
123410,0.3,92
44526,14.4,57
51809,-5.4,88
122526,-10.9,93
99952,-14.0,93
120644,29.2,21
13022,2.8,95
103472,10.4,59
80305,7.3,72
93045,-0.6,95
15152,16.8,63
100113,-18.7,81
90543,25.7,50
56653,13.4,60
105097,-5.5,92
67781,19.4,67
21165,20.0,65
91219,20.4,55
52013,2.8,93
109836,0.9,87
75987,-12.6,88
29078,-11.3,80
43821,21.6,49
97176,25.4,30
128217,-2.7,58
5600,1.1,79
78031,10.2,59
82664,1.5,69
91436,17.0,64
137811,20.7,55
92488,13.2,70
54358,10.8,64
43711,30.8,21
37764,34.0,16
134340,-0.2,68
5581,-12.9,81
69417,2.1,90
103417,13.3,45
616,5.9,51
126824,23.2,28
22339,15.9,39
77018,13.4,40
120147,26.8,39
52765,-13.1,75
32595,20.2,80
1430,9.4,65
24183,-4.4,81
74331,14.6,58
79849,16.5,43
29091,-12.5,85
79901,16.2,54
59188,-7.2,67
105813,-14.7,84
18694,-4.8,55
97711,8.8,93
73810,24.7,19
24088,0.8,93
46949,-25.0,82
30577,4.3,85
80688,12.7,26
124656,1.6,93
21979,14.2,79
103291,32.8,21
64621,-17.7,86
46080,8.6,25
57466,5.2,78
94996,9.4,71
51216,9.0,87
59639,-1.6,62
73173,28.4,28
31410,9.8,75
100052,1.3,63
67729,20.4,50
70735,-21.0,78
124818,17.8,73
105981,-6.3,92
125073,17.3,63
130538,21.0,53
40559,-1.4,90
77560,20.4,37
13235,7.1,82
68123,15.0,69
63024,10.2,78
10197,19.3,38
23538,-10.1,83
20061,9.0,80
45367,11.4,46
51890,-2.4,94
75436,-3.8,78
36218,11.0,52
132152,33.0,28
31484,13.7,69
49904,18.8,92
116151,2.6,70
50573,17.9,48
52322,-5.7,82
84871,33.2,26
68360,26.0,25
96942,19.2,83
52425,-3.5,92
56970,17.8,59
80218,14.9,59
39576,4.2,69
115434,9.0,48
29990,-10.8,60
99057,-11.3,81
78551,24.2,37
32722,12.8,84
2044,6.8,94
14993,18.5,71
69038,1.8,82
12970,3.3,93
18469,1.1,89
137587,16.4,85
36268,0.2,96
126582,29.6,24
116870,-8.0,78
5211,1.6,85
61730,18.8,69
69164,2.1,95
36254,2.7,95
86276,1.7,94
59178,-11.9,92
8561,12.3,78
104662,0.1,90
87319,-4.3,58
77577,28.2,13
65814,11.9,42
88146,-28.2,74
47091,-19.7,91
51059,13.0,39
128237,-5.8,61
60904,18.7,48
44579,20.5,40
25889,7.8,49
113796,24.6,42
119897,27.0,31
126623,10.6,56
29803,-17.5,61
133771,-2.4,83
117147,-2.2,87
125028,27.4,40
37635,25.4,46
97316,28.3,23
38340,26.3,25
69743,-6.7,94
68349,17.3,49
115888,12.2,49
46571,-11.1,86
56607,10.2,71
49640,23.6,33
113456,15.3,70
41331,-2.3,74
78898,15.9,53
119523,25.6,32
2132,11.1,75
40872,2.6,54
13684,16.1,51
7339,7.5,62
62690,7.4,61
856,-4.2,54
69648,-4.8,93
61634,20.0,65
45157,15.7,42
773,-0.9,93
118309,11.0,30
34741,-3.2,90
31527,17.8,64
120705,13.0,73
125961,30.2,25
65637,9.0,77
88453,1.9,70
95913,22.5,34
117482,1.1,96
97954,9.9,67
5343,-6.6,88
123731,-3.3,92
16638,1.8,91
92088,23.2,23
132086,30.3,36
76058,-12.7,93
14765,16.4,80
68113,7.4,87
117004,-2.7,93
2110,5.4,91
9410,26.5,28
2876,19.3,96
2861,15.0,96
10140,9.4,67
5957,-8.6,83
23414,-11.3,78
19031,10.7,46
81639,-12.8,63
83363,-1.4,80
875,-5.3,77
66966,26.2,41
7834,21.2,43
33833,14.6,27
79404,30.1,25
37701,21.7,41
128436,-10.5,79
43985,19.8,85
79171,24.2,36
13941,9.9,64
118679,25.7,27
9810,19.3,49
112901,14.5,27
62879,20.9,18
74094,17.5,43
27614,9.0,77
43984,17.4,74
78112,10.6,83
20452,26.7,48
37155,16.8,37
106655,5.8,88
24494,-0.4,81
90364,23.8,47
101060,10.0,95
46833,-6.7,94
57537,15.0,39
56157,15.8,43
36073,-0.4,74
83418,16.2,48
134316,-8.8,92
6606,-0.4,69
104550,4.9,54
89783,13.3,71
16386,3.8,82
94720,3.2,90
130787,10.1,71
70520,-16.3,72
37050,17.4,38
75522,-1.1,89
55564,18.2,42
83659,3.8,63
90376,36.3,22
69868,-24.9,84
53091,-14.9,89
38256,20.8,52
12819,-1.8,96
104057,14.0,55
88917,-8.0,87
136499,21.5,38
52465,-5.4,92
107058,9.9,83
90220,17.6,51
73970,22.6,41
89226,3.3,78
87290,-12.5,83
28272,6.0,96
137228,20.0,54
100849,0.7,94
30810,5.4,44
132066,18.2,55
135136,-2.5,68
116001,-5.4,82
138521,21.4,42
83932,16.2,61
1449,2.3,47
93992,-2.9,87
58286,5.7,49
2737,20.0,53
58203,-25.7,73
101384,19.3,50
90273,22.8,35
116190,-0.7,73
37954,20.5,79
110296,-9.3,74
86380,5.0,66
37205,18.0,66
49231,13.3,83
110644,-7.7,56
119581,24.6,26
39861,14.8,57
105842,-12.1,97
81095,2.0,82
118853,22.8,40
29370,-1.8,96
78853,30.8,26
134321,-13.3,72
90630,21.8,73
27308,15.2,64
6912,-5.5,92
8395,17.9,53
131197,17.4,43
42985,23.1,46
98832,-8.0,84
113706,20.3,60
74195,25.2,28
83243,14.2,31
3469,26.0,50
117730,-13.0,91
95454,7.0,89
47840,-1.0,89
138087,33.0,18
116600,-0.5,94
81400,-1.3,85
16252,16.3,40
46912,-8.8,86
78979,21.2,55
8089,20.5,38
103529,24.7,28
7879,28.0,28
98828,-9.3,94
9158,33.0,20
125992,26.1,67
39134,18.1,43
16678,-2.3,64
43600,14.8,76
128820,-8.4,83
34438,2.6,53
66651,17.8,33
123271,5.1,61
94871,6.9,67
81286,3.6,95
10874,8.2,93
43948,25.6,50
40604,-2.7,80
79121,11.4,61
124257,4.6,81
115181,14.3,80
15841,9.6,86
119072,9.4,79
87768,1.7,67
5254,-1.2,87
3509,21.9,59
52417,-21.2,84
66782,19.2,39
92220,13.4,68
3795,20.5,58
120997,22.4,33
48663,13.4,20
62488,27.7,30
20332,18.0,60
91409,9.9,78
136718,13.6,59
51821,-2.4,85
108715,30.5,32
33088,13.7,73
8546,16.9,65
136800,10.3,69
133721,0.1,85
131814,29.9,23
78409,27.4,33
116554,0.5,87
92169,5.0,29
28808,-5.3,83
98308,1.9,67
111383,-1.5,87
26148,31.6,31
138450,11.4,75
74465,14.4,37
74611,9.0,41
8841,25.8,41
137153,11.8,81
53081,5.0,60
129976,2.6,88
69916,-21.4,86
86076,14.7,44
72942,17.9,94
33308,17.8,45
129242,-3.4,85
116834,2.9,72
93401,0.4,96
136240,5.6,77
72318,14.0,71
31567,13.5,71
39598,-1.0,87
66549,20.1,41
92137,13.4,41
28167,2.6,68
72001,14.8,48
49320,12.5,37
13768,14.3,78
76784,-9.1,92
4293,3.8,57
23292,-6.6,80
73561,24.5,42
116002,-2.1,92
56962,17.8,54
103696,6.4,84
109771,4.6,48
125621,32.8,18
121071,8.8,95
39930,11.7,73
13797,10.0,64
82434,-12.4,95
137305,21.0,45
85341,19.4,42
93864,0.1,57
122272,-2.3,87
73283,26.2,47
2184,14.3,51
22982,2.1,75
60793,23.7,30
123114,-2.3,93
113496,31.8,27
83753,21.6,44
106950,14.1,34
2739,21.5,48
56288,21.2,28
117877,11.0,68
85224,26.8,47
104650,-5.0,90
93969,-9.7,85
114771,18.8,60
2494,9.0,71
8551,25.3,32
23305,-2.7,77
42671,8.6,84
115895,3.7,54
94357,1.5,91
46832,-27.9,81
100959,5.7,60
82556,-8.4,92
44886,25.4,45
63400,8.8,56
104798,-8.7,89
76950,0.5,62
27191,27.6,45
134830,-11.3,100
33304,22.3,54
30954,20.8,29
79308,23.8,36
34715,-1.4,44
123226,-8.2,87
59462,-2.3,52
14086,29.5,38
8952,29.6,35
116343,-10.1,86
4272,11.2,55
99665,-25.8,81
113391,15.0,29
83189,3.0,86
104877,-5.3,83
116605,2.1,81
133288,20.0,35
22461,11.2,95
131305,30.0,18
56935,22.5,47
15566,17.8,60
47166,-17.7,92
47886,1.2,89
3787,26.3,55
5938,-7.8,84
15496,26.8,28
64019,-2.4,76
110353,-2.4,79
76134,-5.2,85
74097,14.5,45
8995,21.2,78
34714,-7.2,83
37969,20.3,59
34400,-5.0,86
18442,-15.9,86
70925,-15.9,78
111244,-5.4,90
111955,-9.1,85
128224,-5.3,65
68482,20.4,37
52394,-2.9,99
16382,4.3,92
32582,31.0,29
26626,25.0,45
92219,0.5,79
73021,25.4,40
84809,37.4,15
97644,14.2,72
29406,-4.7,91
64868,-5.8,92
84002,17.4,26
102220,19.7,51
83249,0.2,92
85682,17.5,50
15827,6.8,93
14247,20.9,62
35798,-2.2,66
27963,-0.3,90
98838,2.1,51
5746,-2.2,100
131838,20.9,61
132716,15.5,44
81587,-5.3,85
40660,4.6,33
132479,19.0,39
109295,5.9,68
60711,19.6,20
71965,14.2,38
20921,27.0,55
108251,30.6,33
81038,-2.2,94
13087,9.8,69
133158,12.3,68
116324,-5.0,77
28458,1.2,81
70986,-8.6,69
64189,-14.4,92
96104,21.9,38
12621,0.2,82
7355,4.8,73
120735,15.1,65
88676,-11.4,81
126992,8.8,63
84219,18.4,30
69780,-2.5,77
36703,4.4,60
134986,-14.4,75
19057,5.2,51
57060,16.5,54
35588,6.3,54
134619,-16.9,90
17723,-4.2,86
56508,14.7,73
88048,-35.8,72
5875,-1.8,90
131943,26.4,43
138527,15.6,58
36666,0.2,70
35009,-12.8,94
130487,17.2,38
44272,14.2,89
66121,28.2,28
61729,21.3,54
133413,-0.5,80
36096,1.8,95
78535,31.2,37
53563,-3.6,56
106130,-7.7,90
60735,7.7,57
78155,19.8,48
86726,6.8,60
124976,15.4,67
49805,21.0,47
309,-2.4,96
45668,10.8,63
48280,13.0,61
97508,26.3,27
97325,22.4,56
26915,15.3,79
100912,-1.3,86
86631,-3.2,88
52641,-2.6,66
73837,30.2,32
39045,26.8,26
112115,-15.6,86
15742,10.7,52
77389,2.8,93
34410,-3.5,88
21197,26.3,31
105355,-2.1,80
48363,18.2,34
71777,11.6,40
22929,-7.6,79
115611,10.2,70
85622,29.0,28
103855,2.9,60
121691,13.5,35
94588,8.1,65
102285,23.6,42
12886,7.3,64
131897,26.7,52
6804,-7.4,82
102724,32.2,36
88427,0.9,80
106361,2.8,87
103732,10.6,44
12347,-3.2,79
60364,13.4,77
89953,11.2,76
128323,-3.2,95
82577,-12.8,86
134235,2.3,41
94512,-2.5,89
81507,3.5,81
133490,6.8,89
33636,25.4,28
6104,-4.0,87
92919,1.8,89
54432,1.8,71
122919,10.5,21
16895,4.2,88
77792,13.4,83
89957,20.8,33
119092,15.4,37
110029,7.2,90
81702,-3.6,90
15483,16.2,59
2571,24.2,32
58708,-30.0,77
92591,1.2,92
124070,21.8,24
71897,27.8,21
91677,20.6,34
133675,-6.2,79
98755,-8.5,57
82340,-15.3,73
100276,5.1,43
57293,6.4,66
63363,3.7,87
19078,1.5,76
107230,4.3,78
31840,18.8,60
99288,3.3,92
6084,2.5,51
112207,3.2,80
105903,-3.1,68
8667,26.7,31
6250,-10.8,93
51240,17.2,54
68276,19.8,43
105170,-9.9,88
96272,18.3,70
105359,-4.9,79
100623,-3.0,95
119115,12.9,72
47513,-11.9,76
112452,7.9,93
127004,12.0,51
111061,1.1,68
72336,8.0,53
84931,14.5,58
123100,-5.5,68
35209,1.8,81
102874,28.9,31
119385,17.9,78
97668,29.8,23
51634,7.6,78
127413,19.6,31
39608,22.3,35
90961,19.2,51
128261,-8.1,61
46829,-27.0,78
89264,3.9,85
51156,13.0,72
36154,7.4,70
15127,31.4,31
43247,19.6,32
8849,19.8,51
80933,12.1,42
119985,16.0,51
101099,19.8,34
128220,-8.5,74
39376,9.8,67
128958,-14.8,79
47103,-19.4,91
90304,11.1,84
80829,2.2,86
100697,2.6,86
52521,-9.5,85
92634,0.6,75
22422,5.8,83
22249,10.4,52
1032,-5.4,65
57131,8.8,72
74956,4.8,72
54899,15.8,62
109058,18.7,47
93816,-7.2,85
40114,3.8,84
17029,6.8,54
37604,25.2,40
44149,27.3,42
28112,5.8,95
80131,10.2,59
54657,7.3,52
24933,4.0,85
77626,22.3,31
71437,-1.0,93
130470,24.8,26
10178,-1.3,94
30004,-13.0,63
47876,0.6,85
85844,26.1,18
112209,-4.0,87
48335,4.1,77
99350,-0.5,81
11883,-5.1,88
42217,10.6,57
60180,8.7,47
137426,26.4,47
89960,27.8,31
16986,-8.0,87
75035,3.6,72
68272,9.8,76
128382,-2.7,89
27300,23.4,31
37291,14.6,93
112015,-4.9,86
119603,22.7,35
6899,3.8,69
75334,0.2,61
83708,1.8,60
40886,-4.9,81
57658,-1.6,82
79184,21.4,46
80741,16.0,50
76909,-13.7,89
73911,21.3,56
2532,27.8,32
62591,3.8,53
98969,-1.5,94
117454,0.2,85
96974,21.7,82
63234,-7.0,88
18490,-14.3,81
85412,20.1,56
107980,23.6,27
36690,3.7,57
115476,12.9,37
132881,9.5,69
40792,-1.8,86
113715,21.7,58
108507,22.3,38
26486,29.4,37
23895,-11.9,48
8236,13.2,63
43501,13.8,52
118091,-0.1,62
4422,15.8,74
35136,-20.6,84
52453,-10.8,86
50731,24.9,31
48890,19.6,47
128605,3.2,51
15884,14.8,59
43804,19.4,57
34453,10.7,42
113111,32.1,18
121899,1.9,64
9904,14.3,78
119874,23.8,55
130866,14.1,59
2776,26.0,40
54961,12.3,53
103666,14.9,52
100841,1.2,92
30403,2.1,91
1219,-18.4,87
104990,-7.9,95
116456,8.1,52
32306,30.4,41
20825,26.6,47
69350,12.2,50
46013,-5.7,89
126100,26.0,29
71732,19.7,48
105538,-14.9,75
123566,-27.3,82
124293,15.9,39
38410,22.4,58
123666,-0.3,92
92546,-1.3,89
35471,-3.5,84
115556,6.0,77
99135,-24.4,77
45150,10.5,50
92903,1.5,69
70930,-0.3,79
117914,7.9,53
78237,15.6,91
42355,6.2,69
66701,19.1,42
5851,0.3,82
62006,24.8,28
124299,13.0,40
116431,-1.5,88
65531,-6.7,73
60858,19.6,68
112592,4.0,92
60373,15.8,35
58511,6.7,55
40917,-3.5,86
33200,23.1,25
59014,-7.4,88
68738,5.4,86
91160,21.6,46
53385,-3.7,72
46079,-1.6,90
97646,12.1,80
92136,25.6,25
113188,19.8,52
70828,-8.6,95
137453,19.8,56
110439,-9.8,69
136923,30.9,21
38727,24.0,27
74378,12.2,49
80763,12.1,65
88272,-4.8,86
128610,-3.8,85
58803,3.1,80
116066,0.8,93
27604,18.0,50
74540,14.6,76
114526,25.4,38
72286,19.0,66
13656,16.2,47
88156,-23.5,73
36755,12.2,43
43738,26.2,48
111763,-0.1,98
61427,22.1,50
68432,13.2,57
49367,28.2,18
116638,-12.5,79
24929,2.1,87
89625,19.9,41
47534,-0.6,69
40993,-13.1,85
87928,-1.5,52
134553,-23.9,68
127744,7.8,89
4215,15.1,58
18786,-7.7,93
111406,-3.6,98
90737,15.7,62
111253,0.0,67
58222,0.9,85
9526,30.4,33
105046,0.6,80
22776,-11.0,90
65639,12.0,64
92937,0.6,88
54605,11.8,93
39465,22.9,31
68572,10.8,67
111906,-1.3,49
82616,3.0,80
108446,18.6,73
121704,7.5,45
123663,-12.0,69
115006,8.8,90
46603,-0.7,86
42917,13.8,49
106349,-12.8,76
134438,0.2,87
105491,-22.9,83
101306,21.4,31
54270,-2.4,83
112457,5.8,37
112466,8.7,72
36661,10.4,29
125061,31.8,29
41293,-1.6,69
135209,2.2,81
333,-4.8,81
70327,2.5,54
83846,24.3,30
76538,-3.6,87
16584,9.4,64
63392,7.9,96
58395,-5.7,90
116917,-6.4,86
48012,2.5,70
134298,-7.9,93
116842,-9.3,79
115251,21.8,47
52069,11.9,32
93006,3.2,74
67709,28.2,40
46911,-24.0,78
108887,20.6,37
107328,2.9,64
56142,23.6,41
94164,-7.5,66
135785,15.5,42
1372,14.9,35
59685,-17.6,82
34910,-6.9,85
111610,-22.3,68
109895,15.2,43
10958,7.2,92
20988,18.3,71
62856,25.0,24
72703,26.5,37
82767,-8.0,60
110652,-9.8,72
14221,18.7,63
22001,10.2,92
134379,-2.6,85
74738,12.8,37
106874,9.6,35
9732,23.4,29
119476,32.8,19
72275,22.0,37
124533,6.8,47
108250,31.5,24
7381,10.2,51
130643,11.8,88
10395,7.2,55
68584,18.7,33
70894,-10.8,82
22932,-7.3,90
97544,25.0,41
63717,2.7,77
136231,24.2,22
49045,24.8,43
96757,21.2,64
54736,13.4,93
8919,25.8,37
86418,12.5,49
75065,4.2,67
98999,-8.2,81
128667,-7.2,85
14077,5.2,80
73093,26.8,34
72021,17.0,51
111293,3.9,54
47967,12.2,81
88368,-10.8,89
111711,-18.4,83
65534,-6.7,91
27681,11.5,57
41932,-4.1,80
65172,-9.9,66
90092,21.4,66
126938,16.7,41
62575,12.6,65
63895,1.3,46
103122,19.7,35
71759,11.8,56
99746,-7.5,80
106106,-6.3,78
55844,27.6,35
49636,20.0,47
18321,-11.8,90
46528,2.4,80
82014,-0.6,91
56528,7.0,97
101687,16.3,81
69996,-12.1,71
22332,-2.9,64
112712,10.5,47
136255,14.9,51
68778,10.4,88
21504,18.4,49
85385,30.1,18
41824,-29.8,73
8601,25.5,44
72097,9.8,86
71962,16.6,39
47137,-13.1,65
37457,20.3,45
89391,8.9,68
105451,-17.4,84
60195,7.6,86
132742,25.4,35
24665,2.5,82
134721,-15.9,54
112440,20.7,39
20414,21.0,41
119051,16.3,67
123754,0.6,91
5519,-13.1,81
53499,-11.4,76
66657,16.4,44
14831,23.4,33
42815,9.8,62
123343,-11.1,67
32213,25.3,45
26450,25.8,31
12804,-1.5,74
89073,-16.0,80
38496,23.2,32
135940,16.8,36
121640,8.7,92
41413,10.1,38
47705,0.8,94
17691,-0.2,64
102963,15.9,78
53309,-12.3,83
118742,16.9,29
85788,14.8,47
11490,-4.9,95
127869,3.8,45
15355,26.5,35
96341,28.4,37
109494,25.0,24
14786,22.4,72
39471,13.6,57
11872,-5.2,93
41475,-4.9,83
40367,-5.7,63
105007,-19.6,90
96027,24.8,56
582,-10.5,67
87839,-3.5,94
128653,-10.4,80
49551,25.8,22
105926,-13.4,72
76318,-1.0,48
35728,5.3,85
79365,17.8,92
133329,5.6,85
27709,13.4,55
63341,1.6,96
127520,7.4,47
69267,-16.7,87
92861,2.8,97
98870,7.8,52
113771,24.2,43
41569,-2.7,98
39649,7.2,92
39845,14.5,60
67205,14.6,71
38543,14.9,66
47726,-1.9,94
81593,-5.1,83
138374,23.8,31
88903,14.0,41
101619,19.8,45
55876,25.5,24
130187,9.5,92
134796,-15.1,70
117127,-4.2,87
66420,24.8,41
83424,12.4,67
89748,10.6,61
83387,8.3,56
108892,13.5,81
83355,8.1,85
98448,-2.6,89
76012,-12.2,85
36693,17.2,29
76122,-2.4,74
76078,-3.6,92
110081,-7.8,84
16316,-0.2,98
50928,13.7,59
21467,22.1,46
72211,15.2,58
59752,8.4,36
86098,16.6,60
96348,17.5,94
92754,-5.5,82
124150,6.7,60
35100,-23.3,82
50676,31.0,23
50634,25.8,26
133028,17.8,37
10905,7.8,92
109108,16.5,30
119429,21.8,38
15842,11.8,63
99149,-22.3,79
129901,-0.9,94
112027,-9.2,82
122005,5.7,30
136755,17.0,60
20591,23.6,68
123751,-0.8,79
7964,12.0,60
87653,-1.2,87
24239,-12.0,87
27666,11.7,49
48620,15.0,59
33889,4.0,58
115226,13.9,44
67758,14.4,69
36554,10.1,62
44879,17.6,61
88420,-16.0,72
24706,3.7,82
123715,1.9,95
90699,25.5,34
96282,28.7,47
83976,23.1,25
34659,-13.5,92
49042,22.4,41
87660,-5.3,85
68966,11.4,65
60953,35.3,10
81419,-4.9,84
26514,20.2,83
37313,4.2,79
11421,-2.5,85
11314,-15.5,89
2992,14.1,89
115842,10.4,74
45274,14.8,50
77738,21.4,34
123642,-11.1,67
102775,29.6,30
67786,23.6,42
124148,5.6,75
71450,7.0,63
136942,25.2,34
23232,-4.4,81
1682,13.7,62
62728,14.2,55
66079,5.2,69
84501,25.7,27
59695,-18.4,89
60569,23.4,29
121405,0.1,51
136370,5.1,53
122669,-5.0,85
90612,32.3,22
130780,18.6,37
104615,12.3,42
117049,-0.5,73
131398,33.4,30
70151,-10.1,76
106472,1.0,83
88922,-4.1,70
114640,21.8,47
39985,9.0,68
46248,-4.6,84
69063,15.3,44
133657,2.9,85
71209,1.8,81
7467,12.4,70
117610,-5.4,85
41586,-4.0,96
79081,31.1,22
128875,0.4,96
25730,17.9,48
38695,28.0,26
25625,21.8,32
43544,26.4,21
50688,3.9,82
2683,25.4,54
16567,19.4,28
54484,15.8,36
29556,-6.2,72
45115,19.2,29
83718,7.3,77
26688,15.6,83
4232,20.3,48
105558,-15.0,62
35633,-6.0,89
38279,27.0,57
72798,22.1,68
138398,15.1,60
95471,10.2,85
104920,-13.9,70
58015,-1.5,90
109125,13.4,40
111809,1.7,61
26174,24.9,37
119846,30.9,27
46826,-6.3,92
88111,-16.1,91
62078,20.6,46
95256,19.9,35
102761,31.7,29
35660,11.8,47
77041,-6.7,91
74067,29.2,25
34350,-1.4,80
100073,-9.3,82
97470,22.1,37
71536,6.3,41
127597,5.4,86
31123,8.2,90
22372,-0.5,75
108986,23.7,29
76751,-12.7,85
53604,-0.2,92
136556,12.1,76
94768,0.2,91
81538,-4.8,93
57421,9.7,42
12753,-1.9,96
69262,-15.5,74
24803,4.5,87
54842,16.3,42
56487,26.2,45
135931,14.9,33
44139,25.0,30
43040,11.3,75
4813,2.7,95
67480,33.6,27
110403,-5.3,85
35667,-3.2,93
22648,-1.2,85
38212,33.6,39
57244,8.6,59
13619,7.8,71
132052,28.5,29
35924,5.5,54
127021,8.2,46
77448,3.3,88
43768,27.7,27
44062,24.1,63
18092,-2.5,95
124003,-2.9,88
76351,-0.8,87
55857,26.2,27
32134,29.8,24
106614,-2.4,51
108437,32.5,23
69545,3.7,92
124041,-2.9,77
130926,22.8,31
3557,28.5,31
47983,13.4,52
69597,-2.7,95
64901,2.1,64
85387,25.9,30
51659,5.2,92
92846,-12.7,69
52048,1.0,68
74334,18.4,33
3235,24.0,60
115833,11.6,47
111590,5.5,55
60936,23.0,31
45454,14.0,40
72400,11.2,62
1361,12.7,41
42578,6.5,94
79664,13.6,58
127069,3.7,88
34989,2.0,64
83855,15.6,82
130559,17.0,83
83842,15.6,79
106162,0.5,98
88046,-32.0,73
114723,19.5,52
63527,15.3,28
104905,-5.3,88
6062,-3.3,74
91232,12.8,75
30406,8.8,53
62090,25.2,42
36799,15.5,34
131626,23.9,38
133613,0.3,84
58800,2.6,80
103580,14.3,44
8231,22.0,58
