index,Temperature
68482,20.4
52394,-2.9
16382,4.3
32582,31.0
26626,25.0
92219,0.5
73021,25.4
84809,37.4
97644,14.2
29406,-4.7
64868,-5.8
84002,17.4
102220,19.7
83249,0.2
85682,17.5
15827,6.8
14247,20.9
35798,-2.2
27963,-0.3
98838,2.1
5746,-2.2
131838,20.9
132716,15.5
81587,-5.3
40660,4.6
132479,19.0
109295,5.9
60711,19.6
71965,14.2
20921,27.0
108251,30.6
81038,-2.2
13087,9.8
133158,12.3
116324,-5.0
28458,1.2
70986,-8.6
64189,-14.4
96104,21.9
12621,0.2
7355,4.8
120735,15.1
88676,-11.4
126992,8.8
84219,18.4
69780,-2.5
36703,4.4
134986,-14.4
19057,5.2
57060,16.5
35588,6.3
134619,-16.9
17723,-4.2
56508,14.7
88048,-35.8
5875,-1.8
131943,26.4
138527,15.6
36666,0.2
35009,-12.8
130487,17.2
44272,14.2
66121,28.2
61729,21.3
133413,-0.5
36096,1.8
78535,31.2
53563,-3.6
106130,-7.7
60735,7.7
78155,19.8
86726,6.8
124976,15.4
49805,21.0
309,-2.4
45668,10.8
48280,13.0
97508,26.3
97325,22.4
26915,15.3
100912,-1.3
86631,-3.2
52641,-2.6
73837,30.2
39045,26.8
112115,-15.6
15742,10.7
77389,2.8
34410,-3.5
21197,26.3
105355,-2.1
48363,18.2
71777,11.6
22929,-7.6
115611,10.2
85622,29.0
103855,2.9
121691,13.5
94588,8.1
102285,23.6
12886,7.3
131897,26.7
6804,-7.4
102724,32.2
88427,0.9
106361,2.8
103732,10.6
12347,-3.2
60364,13.4
89953,11.2
128323,-3.2
82577,-12.8
134235,2.3
94512,-2.5
81507,3.5
133490,6.8
33636,25.4
6104,-4.0
92919,1.8
54432,1.8
122919,10.5
16895,4.2
77792,13.4
89957,20.8
119092,15.4
110029,7.2
81702,-3.6
15483,16.2
2571,24.2
58708,-30.0
92591,1.2
124070,21.8
71897,27.8
91677,20.6
133675,-6.2
98755,-8.5
82340,-15.3
100276,5.1
57293,6.4
63363,3.7
19078,1.5
107230,4.3
31840,18.8
99288,3.3
6084,2.5
112207,3.2
105903,-3.1
8667,26.7
6250,-10.8
51240,17.2
68276,19.8
105170,-9.9
96272,18.3
105359,-4.9
100623,-3.0
119115,12.9
47513,-11.9
112452,7.9
127004,12.0
111061,1.1
72336,8.0
84931,14.5
123100,-5.5
35209,1.8
102874,28.9
119385,17.9
97668,29.8
51634,7.6
127413,19.6
39608,22.3
90961,19.2
128261,-8.1
46829,-27.0
89264,3.9
51156,13.0
36154,7.4
15127,31.4
43247,19.6
8849,19.8
80933,12.1
119985,16.0
101099,19.8
128220,-8.5
39376,9.8
128958,-14.8
47103,-19.4
90304,11.1
80829,2.2
100697,2.6
52521,-9.5
92634,0.6
22422,5.8
22249,10.4
1032,-5.4
57131,8.8
74956,4.8
54899,15.8
109058,18.7
93816,-7.2
40114,3.8
17029,6.8
37604,25.2
44149,27.3
28112,5.8
80131,10.2
54657,7.3
24933,4.0
77626,22.3
71437,-1.0
130470,24.8
10178,-1.3
30004,-13.0
47876,0.6
85844,26.1
112209,-4.0
48335,4.1
99350,-0.5
11883,-5.1
42217,10.6
60180,8.7
137426,26.4
89960,27.8
16986,-8.0
75035,3.6
68272,9.8
128382,-2.7
27300,23.4
37291,14.6
112015,-4.9
119603,22.7
6899,3.8
75334,0.2
83708,1.8
40886,-4.9
57658,-1.6
79184,21.4
80741,16.0
76909,-13.7
73911,21.3
2532,27.8
62591,3.8
98969,-1.5
117454,0.2
96974,21.7
63234,-7.0
18490,-14.3
85412,20.1
107980,23.6
36690,3.7
115476,12.9
132881,9.5
40792,-1.8
113715,21.7
108507,22.3
26486,29.4
23895,-11.9
8236,13.2
43501,13.8
118091,-0.1
4422,15.8
35136,-20.6
52453,-10.8
50731,24.9
48890,19.6
128605,3.2
15884,14.8
43804,19.4
34453,10.7
113111,32.1
121899,1.9
9904,14.3
119874,23.8
130866,14.1
2776,26.0
54961,12.3
103666,14.9
100841,1.2
30403,2.1
1219,-18.4
104990,-7.9
116456,8.1
32306,30.4
20825,26.6
69350,12.2
46013,-5.7
126100,26.0
71732,19.7
105538,-14.9
123566,-27.3
124293,15.9
38410,22.4
123666,-0.3
92546,-1.3
35471,-3.5
115556,6.0
99135,-24.4
45150,10.5
92903,1.5
70930,-0.3
117914,7.9
78237,15.6
42355,6.2
66701,19.1
5851,0.3
62006,24.8
124299,13.0
116431,-1.5
65531,-6.7
60858,19.6
112592,4.0
60373,15.8
58511,6.7
40917,-3.5
33200,23.1
59014,-7.4
68738,5.4
91160,21.6
53385,-3.7
46079,-1.6
97646,12.1
92136,25.6
113188,19.8
70828,-8.6
137453,19.8
110439,-9.8
136923,30.9
38727,24.0
74378,12.2
80763,12.1
88272,-4.8
128610,-3.8
58803,3.1
116066,0.8
27604,18.0
74540,14.6
114526,25.4
72286,19.0
13656,16.2
88156,-23.5
36755,12.2
43738,26.2
111763,-0.1
61427,22.1
68432,13.2
49367,28.2
116638,-12.5
24929,2.1
89625,19.9
47534,-0.6
40993,-13.1
87928,-1.5
134553,-23.9
127744,7.8
4215,15.1
18786,-7.7
111406,-3.6
90737,15.7
111253,0.0
58222,0.9
9526,30.4
105046,0.6
22776,-11.0
65639,12.0
92937,0.6
54605,11.8
39465,22.9
68572,10.8
111906,-1.3
82616,3.0
108446,18.6
121704,7.5
123663,-12.0
115006,8.8
46603,-0.7
42917,13.8
106349,-12.8
134438,0.2
105491,-22.9
101306,21.4
54270,-2.4
112457,5.8
112466,8.7
36661,10.4
125061,31.8
41293,-1.6
135209,2.2
333,-4.8
70327,2.5
83846,24.3
76538,-3.6
16584,9.4
63392,7.9
58395,-5.7
116917,-6.4
48012,2.5
134298,-7.9
116842,-9.3
115251,21.8
52069,11.9
93006,3.2
67709,28.2
46911,-24.0
108887,20.6
107328,2.9
56142,23.6
94164,-7.5
135785,15.5
1372,14.9
59685,-17.6
34910,-6.9
111610,-22.3
109895,15.2
10958,7.2
20988,18.3
62856,25.0
72703,26.5
82767,-8.0
110652,-9.8
14221,18.7
22001,10.2
134379,-2.6
74738,12.8
106874,9.6
9732,23.4
119476,32.8
72275,22.0
124533,6.8
108250,31.5
7381,10.2
130643,11.8
10395,7.2
68584,18.7
70894,-10.8
22932,-7.3
97544,25.0
63717,2.7
136231,24.2
49045,24.8
96757,21.2
54736,13.4
8919,25.8
86418,12.5
75065,4.2
98999,-8.2
128667,-7.2
14077,5.2
73093,26.8
72021,17.0
111293,3.9
47967,12.2
88368,-10.8
111711,-18.4
65534,-6.7
27681,11.5
41932,-4.1
65172,-9.9
90092,21.4
126938,16.7
62575,12.6
63895,1.3
103122,19.7
71759,11.8
99746,-7.5
106106,-6.3
55844,27.6
49636,20.0
18321,-11.8
46528,2.4
82014,-0.6
56528,7.0
101687,16.3
69996,-12.1
22332,-2.9
112712,10.5
136255,14.9
68778,10.4
21504,18.4
85385,30.1
41824,-29.8
8601,25.5
72097,9.8
71962,16.6
47137,-13.1
37457,20.3
89391,8.9
105451,-17.4
60195,7.6
132742,25.4
24665,2.5
134721,-15.9
112440,20.7
20414,21.0
119051,16.3
123754,0.6
5519,-13.1
53499,-11.4
66657,16.4
14831,23.4
42815,9.8
123343,-11.1
32213,25.3
26450,25.8
12804,-1.5
89073,-16.0
38496,23.2
135940,16.8
121640,8.7
41413,10.1
47705,0.8
17691,-0.2
102963,15.9
53309,-12.3
118742,16.9
85788,14.8
11490,-4.9
127869,3.8
15355,26.5
96341,28.4
109494,25.0
14786,22.4
39471,13.6
11872,-5.2
41475,-4.9
40367,-5.7
105007,-19.6
96027,24.8
582,-10.5
87839,-3.5
128653,-10.4
49551,25.8
105926,-13.4
76318,-1.0
35728,5.3
79365,17.8
133329,5.6
27709,13.4
63341,1.6
127520,7.4
69267,-16.7
92861,2.8
98870,7.8
113771,24.2
41569,-2.7
39649,7.2
39845,14.5
67205,14.6
38543,14.9
47726,-1.9
81593,-5.1
138374,23.8
88903,14.0
101619,19.8
55876,25.5
130187,9.5
134796,-15.1
117127,-4.2
66420,24.8
83424,12.4
89748,10.6
83387,8.3
108892,13.5
83355,8.1
98448,-2.6
76012,-12.2
36693,17.2
76122,-2.4
76078,-3.6
110081,-7.8
16316,-0.2
50928,13.7
21467,22.1
72211,15.2
59752,8.4
86098,16.6
96348,17.5
92754,-5.5
124150,6.7
35100,-23.3
50676,31.0
50634,25.8
133028,17.8
10905,7.8
109108,16.5
119429,21.8
15842,11.8
99149,-22.3
129901,-0.9
112027,-9.2
122005,5.7
136755,17.0
20591,23.6
123751,-0.8
7964,12.0
87653,-1.2
24239,-12.0
27666,11.7
48620,15.0
33889,4.0
115226,13.9
67758,14.4
36554,10.1
44879,17.6
88420,-16.0
24706,3.7
123715,1.9
90699,25.5
96282,28.7
83976,23.1
34659,-13.5
49042,22.4
87660,-5.3
68966,11.4
60953,35.3
81419,-4.9
26514,20.2
37313,4.2
11421,-2.5
11314,-15.5
2992,14.1
115842,10.4
45274,14.8
77738,21.4
123642,-11.1
102775,29.6
67786,23.6
124148,5.6
71450,7.0
136942,25.2
23232,-4.4
1682,13.7
62728,14.2
66079,5.2
84501,25.7
59695,-18.4
60569,23.4
121405,0.1
136370,5.1
122669,-5.0
90612,32.3
130780,18.6
104615,12.3
117049,-0.5
131398,33.4
70151,-10.1
106472,1.0
88922,-4.1
114640,21.8
39985,9.0
46248,-4.6
69063,15.3
133657,2.9
71209,1.8
7467,12.4
117610,-5.4
41586,-4.0
79081,31.1
128875,0.4
25730,17.9
38695,28.0
25625,21.8
43544,26.4
50688,3.9
2683,25.4
16567,19.4
54484,15.8
29556,-6.2
45115,19.2
83718,7.3
26688,15.6
4232,20.3
105558,-15.0
35633,-6.0
38279,27.0
72798,22.1
138398,15.1
95471,10.2
104920,-13.9
58015,-1.5
109125,13.4
111809,1.7
26174,24.9
119846,30.9
46826,-6.3
88111,-16.1
62078,20.6
95256,19.9
102761,31.7
35660,11.8
77041,-6.7
74067,29.2
34350,-1.4
100073,-9.3
97470,22.1
71536,6.3
127597,5.4
31123,8.2
22372,-0.5
108986,23.7
76751,-12.7
53604,-0.2
136556,12.1
94768,0.2
81538,-4.8
57421,9.7
12753,-1.9
69262,-15.5
24803,4.5
54842,16.3
56487,26.2
135931,14.9
44139,25.0
43040,11.3
4813,2.7
67480,33.6
110403,-5.3
35667,-3.2
22648,-1.2
38212,33.6
57244,8.6
13619,7.8
132052,28.5
35924,5.5
127021,8.2
77448,3.3
43768,27.7
44062,24.1
18092,-2.5
124003,-2.9
76351,-0.8
55857,26.2
32134,29.8
106614,-2.4
108437,32.5
69545,3.7
124041,-2.9
130926,22.8
3557,28.5
47983,13.4
69597,-2.7
64901,2.1
85387,25.9
51659,5.2
92846,-12.7
52048,1.0
74334,18.4
3235,24.0
115833,11.6
111590,5.5
60936,23.0
45454,14.0
72400,11.2
1361,12.7
42578,6.5
79664,13.6
127069,3.7
34989,2.0
83855,15.6
130559,17.0
83842,15.6
106162,0.5
88046,-32.0
114723,19.5
63527,15.3
104905,-5.3
6062,-3.3
91232,12.8
30406,8.8
62090,25.2
36799,15.5
131626,23.9
133613,0.3
58800,2.6
103580,14.3
8231,22.0
74445,12.2
77209,13.2
24952,6.2
112832,8.9
100429,-8.7
56446,14.7
98407,-0.6
64951,5.6
20415,17.8
33419,18.7
54541,10.7
85356,23.0
133665,3.6
126139,26.0
110924,0.0
60017,-1.4
121962,-1.0
19605,13.4
88055,-7.7
83953,11.6
5467,-2.2
75282,-3.8
131388,21.4
137565,24.9
65579,2.1
36650,-2.4
105392,-12.6
10085,17.3
122730,-7.2
47817,6.9
83937,9.6
19835,25.0
56883,14.3
35908,-14.5
44662,30.5
126285,22.6
114140,25.0
7319,5.4
138281,18.0
95280,14.3
17648,-1.6
16701,-6.5
98947,-12.4
17556,5.8
105793,-8.6
74022,27.3
4083,24.5
90939,25.7
36846,7.2
7077,13.4
51788,-2.2
106409,1.9
92518,11.8
88058,-25.3
73712,15.6
128620,-4.6
14524,19.6
41906,-6.5
20066,13.6
137595,31.1
15110,30.8
82326,-14.9
125860,23.8
8655,18.4
90920,27.7
47494,-1.8
31833,21.2
78568,25.2
87093,-14.1
69567,2.7
18198,-11.4
28196,6.4
6974,1.7
2071,20.3
125148,22.0
108027,20.5
111292,-17.2
12474,-1.0
72664,25.6
20205,13.4
16970,-0.7
129223,-0.3
25253,6.9
6404,-19.4
43855,21.2
60425,27.9
35321,-3.1
116568,4.7
5352,-5.6
8022,26.1
119109,13.0
115554,5.1
60852,26.2
85752,25.2
87096,-7.7
65813,9.4
127364,14.2
39557,20.9
108587,24.8
107639,31.1
24167,-10.6
49169,10.0
33116,16.6
44495,15.0
15937,9.7
113405,18.5
109155,15.1
13610,11.4
113374,14.7
38473,30.8
121418,6.3
9140,27.9
103658,17.0
20983,21.6
39961,15.1
65965,6.8
17594,-3.6
82736,-14.6
76546,-4.6
58079,-19.4
12494,-2.9
7600,5.4
130034,3.4
16922,-1.0
7462,24.1
114880,22.0
52252,-1.5
50871,31.2
52548,-21.9
20479,15.2
100897,-2.1
23256,-5.6
26072,28.4
80967,6.2
17392,-22.9
69636,-1.6
106413,-1.0
95893,22.0
94904,22.4
64282,-9.5
10020,14.7
115753,6.5
125846,28.7
57285,10.3
72763,31.4
98217,2.7
5095,-0.2
89803,22.1
2448,11.4
81705,-1.3
80526,7.7
15562,15.7
9281,17.2
52102,-0.4
81781,-13.1
126557,22.5
66438,19.2
94249,-6.7
78528,10.8
102976,16.3
104011,6.1
103466,16.0
5955,-8.8
109558,21.7
18492,-17.1
84206,21.8
11387,-19.9
113827,25.7
79868,14.6
90505,24.0
51118,11.8
24728,3.2
91139,15.2
30023,-1.6
71432,6.3
71590,1.8
14137,20.8
112077,0.1
56890,18.2
97641,19.0
96958,19.9
125738,30.6
120878,18.1
101988,28.8
65476,-2.1
26869,20.2
133228,1.5
132775,29.6
58403,-5.9
48233,22.1
78378,25.1
35365,-34.2
69698,-3.4
115904,9.5
30337,10.9
70693,-13.5
20153,20.8
83377,0.2
15661,18.0
135360,-0.7
134727,-8.1
100122,2.9
4568,15.8
33213,11.3
22408,3.9
61703,33.6
106780,6.8
43706,27.2
39671,14.2
107301,26.0
60583,27.6
14186,16.2
22569,11.2
107599,5.5
43431,20.3
38268,26.0
128055,7.0
46928,-11.3
1582,6.8
131697,21.5
121825,0.1
95731,11.8
54905,15.8
72826,21.1
60413,10.4
40398,-23.5
55466,26.2
117118,-2.4
69173,3.4
132643,2.9
4243,16.1
28399,-1.4
64007,2.2
76346,-0.9
60090,11.6
130434,9.1
12184,-1.1
43443,13.7
58058,-17.5
93211,-0.8
117682,-4.7
50205,25.8
108804,19.5
34800,-1.3
6177,-5.4
123679,-0.5
119626,28.4
20299,25.8
9214,16.2
114335,17.7
124380,8.7
647,-0.2
133752,-3.9
17832,1.5
23188,-4.9
15283,21.4
128059,3.7
100836,1.5
107074,8.2
71928,15.0
121971,-1.3
24075,-13.1
33222,30.8
134068,-10.1
69352,8.8
5966,-11.6
91102,24.6
6569,-5.3
134141,-11.6
17858,-6.0
99334,2.2
118180,13.8
86088,18.0
97266,13.8
10171,16.6
21513,29.3
127740,-2.1
16617,10.5
12104,1.2
17278,-20.4
111036,-12.0
112585,13.7
137332,22.1
65845,18.0
56169,25.4
66476,12.7
7864,27.4
137347,30.0
122898,-3.0
78679,33.2
24784,8.3
87661,0.6
55409,19.2
84687,23.6
80217,24.0
46630,-19.1
121421,-0.3
11122,1.4
31677,15.0
132639,23.1
106881,12.5
15450,22.5
88681,10.4
38663,25.2
58722,-25.8
21082,32.0
1592,23.7
5638,-0.6
57672,-0.6
7984,14.8
96375,23.6
52244,3.2
107527,6.6
43259,15.8
114418,18.2
47170,-16.1
17253,-2.7
73081,35.5
52070,13.0
76495,-3.3
48283,13.4
95451,12.9
79392,17.6
53582,-8.0
94993,3.9
77091,1.7
131182,19.8
21611,20.6
15666,14.6
44058,26.2
74794,2.5
13072,5.9
16343,9.8
75773,-17.5
60337,0.9
59401,4.1
6184,-10.4
59575,-0.3
63626,-4.8
68717,5.6
105061,-7.5
54573,17.4
6491,-2.1
80943,2.1
116589,-5.1
93924,4.3
28086,9.5
50866,14.3
134320,-10.2
132961,0.9
24445,-4.4
57197,9.4
129665,-9.8
105598,-23.4
33745,10.1
57850,0.4
117105,-6.0
81734,-1.0
87665,-2.0
109434,18.2
112716,13.5
47685,-0.4
106159,-18.8
59156,-10.0
30349,-5.3
84697,30.6
42783,16.1
18342,-10.8
29305,-8.9
16062,10.0
58558,-27.2
88193,-8.2
32660,28.8
108974,18.5
41896,-6.2
58018,-2.4
21039,13.8
36211,-6.3
89569,9.5
76839,1.5
13238,4.3
83641,17.0
30986,18.2
135927,19.3
36556,6.0
77946,16.8
47781,0.2
109861,6.2
124937,31.2
115618,9.4
56134,32.7
25646,12.6
99762,-8.6
61059,19.4
111460,5.1
51709,2.3
80877,5.5
65054,-27.7
76683,-11.6
1790,11.6
123770,5.0
38232,27.4
18387,-4.2
65103,-31.2
95187,13.1
81609,-5.5
53299,-6.5
27658,19.9
101679,19.2
137590,22.2
28204,5.1
57502,-0.7
44286,17.4
12503,-0.7
128042,-6.2
9624,28.1
69954,-21.5
105467,-9.2
96249,24.3
123011,-4.9
8032,5.2
42819,17.5
17554,-4.3
51549,6.2
20670,18.1
124849,9.0
3803,19.2
40919,-3.1
85966,14.2
28970,-1.0
16183,16.5
40145,-7.3
21835,11.5
86272,8.5
37579,19.5
109890,3.3
25643,14.9
64359,-12.7
76053,-5.6
135171,-11.5
91809,12.6
63536,8.3
49370,27.4
1275,-5.6
70767,-19.6
35970,-8.2
117155,-3.1
39259,13.1
39894,16.0
67930,31.6
1131,1.6
4545,-3.2
54216,0.5
24635,-3.5
75330,-6.3
99985,-22.4
19707,17.6
70399,-4.6
116085,0.3
103804,5.4
42906,20.7
128664,-6.1
116231,-13.5
124485,18.4
54037,12.0
43947,26.0
10752,5.6
102611,26.0
57345,1.9
53011,-7.5
8295,16.4
93121,1.9
135195,0.4
126215,30.4
28759,-11.1
41888,-12.0
46348,4.2
119,-8.0
20969,23.5
94974,8.8
135500,5.7
53190,-1.2
40060,0.8
9237,30.6
115540,7.5
127748,5.8
35366,-29.0
61115,33.0
47557,-6.6
91255,25.3
29453,-6.4
19509,13.5
105641,-22.3
75626,1.4
62808,20.9
30670,-11.0
39421,5.0
60672,18.1
19550,9.5
76920,2.1
119173,25.0
106994,8.6
35406,-9.4
90052,28.2
137001,27.8
4859,1.2
41797,4.4
1784,26.2
23234,-5.1
133941,-16.6
7833,20.7
71661,13.8
87549,-3.4
43350,29.4
86080,12.8
107257,23.6
19113,13.6
44647,25.0
106320,6.7
93757,-7.5
52297,2.3
117611,-1.1
113558,26.5
2258,7.8
92502,19.8
105189,-6.1
48908,14.0
131226,27.1
48251,14.3
125707,30.6
133280,9.2
134109,-11.6
115786,11.9
116636,-5.9
111687,-10.8
71900,14.2
109924,6.7
33604,18.9
48185,18.6
120655,20.6
13711,6.7
35039,-0.9
72210,11.4
115011,10.4
23515,0.0
106343,6.9
60061,4.2
129685,-10.1
57343,12.6
28158,5.5
137141,14.4
46450,-23.5
76923,-17.4
68863,8.4
117815,2.3
66485,12.6
136730,26.4
27583,17.1
10672,-6.4
135525,4.3
54755,18.0
109565,15.4
108627,18.8
128651,0.6
3049,18.0
18832,-17.0
108146,25.0
16513,-0.8
1315,7.5
133855,3.0
136740,23.2
57983,-0.7
96778,20.0
21807,6.8
77999,13.4
135054,-3.6
54600,21.2
123535,-21.1
134407,3.0
102037,19.3
118355,0.3
49747,27.4
128706,-12.8
123766,9.1
27903,2.2
106487,23.2
48930,9.4
115837,7.9
57160,12.8
113588,15.5
22392,11.8
29128,-4.6
5317,5.6
105459,-14.8
54625,8.3
136358,15.8
128953,-15.3
83997,20.6
106693,9.8
14455,15.9
39014,24.9
124482,-1.7
14514,20.0
98790,-4.9
110918,1.2
73455,17.8
136693,25.4
111752,-9.3
24364,1.1
46496,-24.4
632,-7.1
84775,28.6
96269,19.3
94963,-0.6
124223,-1.3
113421,18.1
124155,-2.1
81579,0.8
31612,17.7
61067,32.7
7242,12.6
88073,-12.0
29902,-8.6
16998,-2.6
53131,4.0
114573,29.6
31399,28.1
129096,-2.4
32621,18.6
126703,10.2
135864,8.4
16008,24.2
129401,5.8
99771,-3.1
14515,13.6
106484,21.0
35676,2.9
30326,-1.0
131797,31.6
81488,-1.1
84004,28.2
121320,18.5
129909,5.4
57870,-0.2
52764,-6.1
135905,4.5
94536,13.4
97087,21.7
92998,9.1
48523,13.1
26476,21.7
69736,-10.5
133551,5.5
124328,19.2
8777,23.9
2324,26.0
49619,24.4
43883,27.0
27834,21.4
30994,9.8
120335,17.5
55717,27.4
80594,13.7
97286,26.0
34878,0.9
74407,25.0
30963,9.5
100107,-15.8
17917,-8.4
28001,2.8
137870,21.2
35323,-4.8
31124,9.4
20454,28.4
73571,19.1
53598,-2.1
38999,30.2
31102,11.2
88445,-0.3
20198,28.6
92628,-0.1
78710,24.2
107611,17.7
81872,-17.1
137915,27.9
50053,24.8
110912,-1.1
110459,-0.8
47211,-10.3
105012,2.4
61765,28.4
19902,14.2
135801,17.6
65903,12.4
129266,-4.9
109534,7.1
84889,26.6
37244,23.0
29751,-13.2
112151,3.6
78474,15.8
91489,10.8
30430,-4.3
122349,-6.1
45424,4.0
83095,5.1
64507,-13.8
48772,17.6
131175,26.0
118711,30.0
6915,7.0
49743,22.8
60102,15.8
42856,14.3
87696,-9.8
71394,-3.0
128249,-7.8
110035,-0.9
60990,21.6
206,-11.0
50097,20.5
32436,30.8
108564,28.7
99617,-15.0
10898,2.8
58728,-18.0
84402,23.4
18607,-6.0
48701,10.8
95425,9.8
42739,6.4
7962,19.2
105932,-16.5
125091,19.1
77756,11.7
9833,27.9
100968,16.8
114554,25.2
40410,-2.2
9812,24.0
5652,1.8
71243,-1.2
64513,-19.0
74579,11.8
51311,15.6
71620,17.7
138129,17.6
78906,21.2
77708,11.4
123677,-5.2
3329,18.5
25206,21.6
39301,18.6
51502,6.0
60054,2.1
127562,4.6
44017,18.7
30811,3.2
44950,34.1
127882,-3.5
21355,21.2
76297,-8.2
135432,2.0
78205,22.1
121469,1.9
102854,32.8
108688,16.6
67977,30.5
122598,-9.4
129165,-4.5
37663,21.3
124346,17.0
28815,0.3
52840,-7.4
39004,16.2
120496,16.5
111511,0.8
161,-5.6
29919,-5.6
119032,22.1
17185,7.8
105896,-11.5
82541,-11.6
112769,-2.7
106043,0.4
54900,12.8
20513,18.3
62854,7.1
85867,16.5
72818,22.5
51859,0.0
138654,7.2
1498,11.3
111310,-10.3
16152,10.5
88494,-21.0
83939,13.4
87841,1.6
55377,21.9
14902,30.9
110111,2.6
74271,11.0
24261,-10.4
103076,21.8
116050,5.9
129118,-5.0
57509,19.0
111787,-0.3
39625,8.0
15984,10.2
39924,15.4
125815,21.6
97452,21.2
6976,-3.6
136563,8.5
99313,-5.8
127475,1.9
50743,28.2
90498,21.6
35759,-22.1
110351,-8.6
51061,16.7
106890,12.5
50663,16.9
14304,16.8
57280,6.3
127914,-6.6
126971,11.9
121632,0.9
8169,16.7
61973,29.3
102902,32.5
10330,13.4
6148,-2.5
30742,-6.1
95655,15.3
109913,11.7
120599,19.7
48551,19.0
57053,12.9
107537,3.8
122136,-5.1
21430,32.2
37398,28.7
120011,26.0
107996,22.7
52101,-1.2
86139,8.8
78021,10.4
109339,18.4
56322,15.0
3395,19.6
100882,2.2
112476,7.5
102054,32.9
105131,-4.5
61881,35.8
81293,1.9
58165,-7.3
45691,1.6
135482,8.2
15122,26.2
98045,6.4
37526,20.7
45595,4.4
90398,22.9
71342,1.7
12557,-7.6
5677,-1.5
93972,-3.1
67429,25.6
83983,16.6
38420,29.6
67588,30.8
98911,-5.5
136466,9.6
79724,20.2
47208,-3.7
5743,-13.3
132866,24.1
115380,3.4
50133,24.2
58272,-9.9
87810,-18.7
70443,-19.3
11494,-4.5
43991,26.4
41402,5.9
47888,4.4
87400,-7.2
77894,15.2
116689,0.1
8442,20.5
70380,-5.6
13433,7.0
134200,-1.8
124508,0.3
35997,-14.8
34538,-4.8
118123,4.7
39302,19.4
59601,-0.2
116240,-8.1
63274,11.4
131031,26.5
55927,25.6
27098,23.6
31963,24.8
116725,-15.7
94050,-5.9
41027,-2.1
31387,24.5
115001,17.3
115044,15.7
28496,0.4
77241,4.4
64611,-19.6
64753,-3.5
46953,-15.7
125238,25.7
91052,21.5
23844,-8.2
90783,19.8
39638,8.3
39523,11.4
73547,25.4
4229,13.1
20078,11.2
110301,-10.7
6738,-4.3
31295,8.4
87987,-3.7
47921,5.5
18086,-3.7
68638,1.6
102906,28.4
23573,-2.2
110156,2.7
91076,36.8
95780,15.8
124088,12.6
6573,-7.6
51017,16.2
19815,24.2
23337,3.1
98888,8.4
28551,10.8
57601,-1.5
138392,24.6
111596,-13.8
74502,20.2
121647,5.8
32730,25.8
25450,14.4
80245,25.4
69380,-5.6
49406,19.0
90430,22.4
127035,13.3
99264,-7.8
108396,20.5
57833,1.1
57156,10.8
109949,4.9
106592,0.7
34035,5.7
60435,11.8
48117,9.2
113973,22.4
115593,9.9
26428,20.2
70273,-10.3
29049,-6.8
74427,13.6
120792,24.6
23273,-4.5
68445,16.2
20051,8.8
14339,14.6
77072,-1.3
48824,30.1
78589,19.3
90637,20.2
100277,-4.1
67123,26.0
15240,21.6
18116,-6.1
41902,-13.1
32422,29.3
9122,22.0
27545,27.0
6299,-14.4
52581,-5.8
64519,-9.5
17068,-25.5
69714,-4.5
40892,-4.9
103796,7.7
101462,13.2
121634,1.5
79034,23.4
86523,5.1
39186,10.8
14667,20.2
84384,13.0
115595,7.8
37027,9.8
69671,0.5
103825,3.5
53080,-6.5
53431,0.8
130611,7.5
131426,28.2
43917,23.3
37618,23.7
106116,7.3
129053,-0.1
134065,-13.4
70740,-9.0
122532,-4.9
102683,31.5
14050,16.0
9197,16.1
17930,-19.4
119002,17.3
92004,9.4
46693,-10.8
79832,18.6
21590,14.1
123184,-9.5
45620,8.6
42069,-12.7
26059,23.3
91617,9.6
3897,25.1
130906,15.3
101890,17.4
54834,9.5
89511,22.8
88396,-16.0
122212,-1.5
6806,-7.2
83390,2.4
95088,6.9
105271,-9.1
609,-8.9
114095,24.6
103897,16.0
116064,0.9
76210,-4.7
8286,19.8
98946,2.6
82271,-30.1
55125,23.1
34399,-2.8
137312,16.6
114221,25.9
49992,30.6
42676,6.2
12072,-2.2
1276,-2.6
70489,-10.7
54075,13.7
75541,2.3
99436,-3.9
41564,-3.1
8745,32.9
61764,29.3
30650,12.6
45450,7.0
106453,0.3
49243,19.6
21905,1.7
112514,6.5
86283,5.6
108818,24.2
66848,13.4
54185,6.7
117106,-6.7
132154,25.0
85919,9.0
68333,19.5
89203,15.3
106211,-6.4
13735,15.9
111988,6.5
94919,4.4
98265,1.1
100042,-4.4
90606,26.3
2290,7.7
17815,2.1
22034,6.6
79373,18.0
106430,-2.5
129818,-10.5
33360,18.2
114937,12.9
77359,-5.6
136731,18.3
23172,-2.2
42947,8.3
114139,35.8
16380,6.3
46574,-0.8
17575,-16.2
111092,-22.3
103236,30.5
12074,-2.4
118552,14.1
71140,2.1
125508,32.5
69723,-5.0
123356,-14.2
19418,3.5
28729,2.4
68799,4.4
42573,4.6
26146,29.0
74832,1.5
22626,-8.4
59279,-2.6
126119,28.0
68484,24.3
126344,22.4
93875,-13.0
54719,14.4
64998,-7.5
38534,28.4
9420,17.2
46992,-12.1
6559,-16.5
95647,12.0
74998,19.6
119722,16.9
32763,26.2
12127,-10.0
111060,-4.1
122586,-22.5
135011,-2.3
73253,36.7
16695,3.4
130276,12.2
